timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1595690637382,10,Get shopping cart,200,OK,200 Users 1-47,text,true,,518,167,47,137,http://localhost:8080/shopping-carts/1,10,0,1
1595690637389,5,Create Order,201,Created,200 Users 3-4,,true,,214,789,45,138,http://localhost:8080/orders,5,0,0
1595690637391,5,Create Account,201,Created,200 Users 2-46,,true,,216,406,46,138,http://localhost:8080/accounts,5,0,0
1595690637394,6,Create Order,201,Created,200 Users 3-45,,true,,214,789,45,138,http://localhost:8080/orders,6,0,0
1595690637397,10,Get shopping cart,200,OK,200 Users 1-14,text,true,,518,167,48,139,http://localhost:8080/shopping-carts/1,10,0,0
1595690637406,8,Get shopping cart,200,OK,200 Users 1-48,text,true,,518,167,48,139,http://localhost:8080/shopping-carts/1,8,0,1
1595690637416,5,Create Account,201,Created,200 Users 2-47,,true,,216,406,47,141,http://localhost:8080/accounts,5,0,0
1595690637419,5,Create Order,201,Created,200 Users 3-46,,true,,214,789,46,141,http://localhost:8080/orders,5,0,0
1595690637432,5,Create Account,201,Created,200 Users 2-14,,true,,216,406,47,142,http://localhost:8080/accounts,5,0,0
1595690637435,7,Get shopping cart,200,OK,200 Users 1-49,text,true,,518,167,49,143,http://localhost:8080/shopping-carts/1,7,0,0
1595690637441,4,Create Account,201,Created,200 Users 2-48,,true,,216,406,48,144,http://localhost:8080/accounts,4,0,0
1595690637443,5,Create Order,201,Created,200 Users 3-47,,true,,214,789,47,144,http://localhost:8080/orders,5,0,0
1595690637459,4,Create Order,201,Created,200 Users 3-14,,true,,214,789,47,145,http://localhost:8080/orders,4,0,0
1595690637457,9,Get shopping cart,200,OK,200 Users 1-50,text,true,,518,167,50,145,http://localhost:8080/shopping-carts/1,8,0,0
1595690637466,6,Create Account,201,Created,200 Users 2-49,,true,,216,406,49,147,http://localhost:8080/accounts,6,0,1
1595690637468,6,Create Order,201,Created,200 Users 3-48,,true,,214,789,48,147,http://localhost:8080/orders,6,0,0
1595690637482,8,Get shopping cart,200,OK,200 Users 1-51,text,true,,523,167,51,148,http://localhost:8080/shopping-carts/1,8,0,1
1595690637482,8,Get shopping cart,200,OK,200 Users 1-15,text,true,,518,167,51,148,http://localhost:8080/shopping-carts/1,8,0,0
1595690637491,4,Create Account,201,Created,200 Users 2-50,,true,,216,406,50,150,http://localhost:8080/accounts,4,0,0
1595690637493,6,Create Order,201,Created,200 Users 3-49,,true,,214,789,49,150,http://localhost:8080/orders,6,0,0
1595690637507,7,Get shopping cart,200,OK,200 Users 1-52,text,true,,523,167,52,151,http://localhost:8080/shopping-carts/1,7,0,0
1595690637517,4,Create Account,201,Created,200 Users 2-51,,true,,216,406,51,153,http://localhost:8080/accounts,4,0,0
1595690637517,6,Create Account,201,Created,200 Users 2-15,,true,,216,406,51,153,http://localhost:8080/accounts,6,0,0
1595690637518,5,Create Order,201,Created,200 Users 3-50,,true,,214,789,50,153,http://localhost:8080/orders,5,0,0
1595690637533,7,Get shopping cart,200,OK,200 Users 1-53,text,true,,518,167,53,154,http://localhost:8080/shopping-carts/1,7,0,0
1595690637542,4,Create Account,201,Created,200 Users 2-52,,true,,216,406,52,156,http://localhost:8080/accounts,4,0,0
1595690637543,5,Create Order,201,Created,200 Users 3-51,,true,,214,789,51,156,http://localhost:8080/orders,5,0,0
1595690637544,5,Create Order,201,Created,200 Users 3-15,,true,,214,789,51,156,http://localhost:8080/orders,5,0,0
1595690637557,10,Get shopping cart,200,OK,200 Users 1-54,text,true,,518,167,54,158,http://localhost:8080/shopping-carts/1,10,0,0
1595690637566,4,Create Account,201,Created,200 Users 2-53,,true,,216,406,53,159,http://localhost:8080/accounts,4,0,0
1595690637568,6,Create Order,201,Created,200 Users 3-52,,true,,214,789,52,159,http://localhost:8080/orders,6,0,0
1595690637567,7,Get shopping cart,200,OK,200 Users 1-16,text,true,,518,167,54,159,http://localhost:8080/shopping-carts/1,7,0,0
1595690637582,7,Get shopping cart,200,OK,200 Users 1-55,text,true,,523,167,55,160,http://localhost:8080/shopping-carts/1,7,0,0
1595690637591,4,Create Account,201,Created,200 Users 2-54,,true,,216,406,54,162,http://localhost:8080/accounts,4,0,0
